transaction_id,date,transaction_type,category,merchant,amount,payment_method
TXN00412,2025-03-09,Expense,Travel,College,12710.26,Bank Transfer
TXN01831,2025-03-09,Expense,Entertainment,Electricity Board,10874.35,UPI
TXN00189,2025-03-10,Expense,Bills,Flipkart,14889.75,Debit Card
TXN00208,2025-03-10,Expense,Transport,Hospital,9074.9,Cash
TXN01334,2025-03-10,Expense,Travel,Myntra,351.44,Cash
TXN01381,2025-03-10,Expense,Education,College,12650.31,Cash
TXN01485,2025-03-10,Expense,Travel,Flipkart,10126.07,Credit Card
TXN00751,2025-03-10,Expense,Groceries,Spotify,13022.52,Credit Card
TXN00808,2025-03-10,Expense,Other,Amazon,13445.43,Cash
TXN00604,2025-03-11,Expense,Food,Netflix,7295.98,UPI
TXN00533,2025-03-11,Expense,Bills,Electricity Board,12886.98,Cash
TXN00909,2025-03-11,Expense,Healthcare,Swiggy,11552.59,UPI
TXN01855,2025-03-11,Income,Investment,Company,10070.17,Bank Transfer
TXN00518,2025-03-11,Expense,Travel,BookMyShow,3162.42,Cash
TXN00032,2025-03-11,Expense,Shopping,Spotify,1685.76,Bank Transfer
TXN01726,2025-03-11,Expense,Healthcare,Airtel,6675.36,Bank Transfer
TXN01195,2025-03-11,Expense,Other,Flipkart,7132.45,Bank Transfer
TXN00196,2025-03-11,Income,Salary,Bank,61258.09,UPI
TXN01439,2025-03-12,Expense,Food,Zomato,3941.86,UPI
TXN00212,2025-03-12,Expense,Other,Airtel,11075.89,Credit Card
TXN01571,2025-03-13,Expense,Shopping,Uber,7319.28,Bank Transfer
TXN00534,2025-03-13,Expense,Groceries,Swiggy,9635.48,Debit Card
TXN01257,2025-03-13,Expense,Food,Uber,7995.87,Credit Card
TXN00943,2025-03-13,Income,Salary,Investment Account,68719.72,Credit Card
TXN01731,2025-03-13,Income,Salary,Investment Account,17918.03,Cash
TXN00516,2025-03-13,Expense,Healthcare,Spotify,7836.0,Debit Card
TXN00352,2025-03-13,Expense,Travel,BigBasket,13948.5,Credit Card
TXN01581,2025-03-14,Expense,Entertainment,Jio,645.8,UPI
TXN01620,2025-03-15,Expense,Travel,Jio,9754.26,Bank Transfer
TXN00807,2025-03-15,Income,Investment,Bank,77037.52,UPI
TXN01011,2025-03-15,Expense,Transport,Swiggy,3526.0,Cash
TXN00429,2025-03-15,Income,Salary,Client,78025.22,UPI
TXN00797,2025-03-15,Expense,Bills,College,7763.94,UPI
TXN00939,2025-03-15,Expense,Transport,BigBasket,9117.87,Debit Card
TXN01176,2025-03-16,Expense,Healthcare,Swiggy,5036.75,Credit Card
TXN01323,2025-03-16,Expense,Shopping,Amazon,13991.66,Bank Transfer
TXN00649,2025-03-16,Expense,Healthcare,BookMyShow,6579.48,Debit Card
TXN00265,2025-03-16,Expense,Other,Uber,9915.39,Credit Card
TXN00349,2025-03-17,Expense,Other,DMart,5503.19,Bank Transfer
TXN00064,2025-03-17,Expense,Other,College,1026.22,Bank Transfer
TXN01627,2025-03-17,Expense,Transport,Swiggy,14755.8,Bank Transfer
TXN00294,2025-03-17,Expense,Travel,Netflix,6009.69,Debit Card
TXN01568,2025-03-17,Expense,Other,Airtel,11473.1,UPI
TXN00669,2025-03-17,Income,Investment,Company,28273.48,Bank Transfer
TXN00087,2025-03-17,Expense,Groceries,Uber,4772.41,Debit Card
TXN00209,2025-03-18,Income,Salary,Bank,13374.96,Credit Card
TXN00611,2025-03-18,Expense,Education,College,8738.25,Cash
TXN01837,2025-03-18,Income,Investment,Company,57022.82,Credit Card
TXN00640,2025-03-18,Expense,Shopping,Hospital,7709.44,Debit Card
TXN01989,2025-03-18,Expense,Travel,Netflix,1525.71,Cash
TXN01369,2025-03-19,Income,Freelance,Investment Account,63423.76,UPI
TXN00219,2025-03-19,Expense,Travel,IRCTC,8398.48,Bank Transfer
TXN01820,2025-03-20,Expense,Transport,IRCTC,5594.03,Credit Card
TXN00448,2025-03-20,Expense,Travel,Uber,12939.31,UPI
TXN00480,2025-03-20,Expense,Bills,Zomato,8173.7,Cash
TXN01692,2025-03-20,Expense,Transport,Amazon,8570.24,Credit Card
TXN00247,2025-03-21,Expense,Transport,Swiggy,8013.18,Credit Card
TXN01890,2025-03-21,Income,Salary,Bank,10704.99,Cash
TXN01286,2025-03-21,Income,Freelance,Investment Account,41383.27,Bank Transfer
TXN01429,2025-03-21,Expense,Shopping,DMart,11547.04,Credit Card
TXN01500,2025-03-21,Expense,Groceries,Hospital,8453.98,Debit Card
TXN01549,2025-03-21,Expense,Transport,BookMyShow,14098.0,Debit Card
TXN00521,2025-03-21,Expense,Education,Hospital,9074.43,UPI
TXN01407,2025-03-21,Expense,Healthcare,Airtel,1798.11,Cash
TXN01222,2025-03-21,Income,Investment,Client,36047.64,Credit Card
TXN01313,2025-03-22,Expense,Bills,Uber,12879.09,Cash
TXN01863,2025-03-22,Expense,Travel,Spotify,5101.21,Bank Transfer
TXN01746,2025-03-23,Expense,Groceries,Uber,3381.29,Debit Card
TXN01685,2025-03-23,Income,Freelance,Client,41185.31,UPI
TXN01367,2025-03-23,Expense,Shopping,Spotify,7650.42,Cash
TXN00383,2025-03-24,Expense,Transport,Electricity Board,2521.32,UPI
TXN00932,2025-03-24,Expense,Transport,Jio,3403.74,Debit Card
TXN01293,2025-03-24,Expense,Transport,Flipkart,11213.92,Bank Transfer
TXN01583,2025-03-25,Expense,Other,Amazon,7515.22,Debit Card
TXN01955,2025-03-25,Expense,Education,Amazon,11330.83,Debit Card
TXN01144,2025-03-25,Expense,Entertainment,BookMyShow,6851.95,Cash
TXN01693,2025-03-25,Expense,Groceries,Amazon,8897.63,Debit Card
TXN00709,2025-03-25,Expense,Transport,IRCTC,12170.16,Bank Transfer
TXN01479,2025-03-25,Expense,Other,Swiggy,6698.51,Credit Card
TXN01307,2025-03-25,Expense,Travel,Zomato,12660.19,Cash
TXN00499,2025-03-26,Expense,Travel,IRCTC,3562.64,Cash
TXN00392,2025-03-26,Expense,Education,BookMyShow,14334.65,Cash
TXN01893,2025-03-26,Expense,Food,BookMyShow,12894.71,Debit Card
TXN01611,2025-03-26,Expense,Education,Airtel,1756.57,UPI
TXN00890,2025-03-26,Expense,Shopping,Spotify,2348.24,UPI
TXN00188,2025-03-26,Expense,Groceries,Netflix,6293.44,UPI
TXN01767,2025-03-27,Expense,Shopping,Zomato,10891.32,Debit Card
TXN00313,2025-03-27,Expense,Food,DMart,12186.26,UPI
TXN00525,2025-03-27,Expense,Healthcare,DMart,8846.11,Credit Card
TXN00536,2025-03-27,Expense,Shopping,Spotify,5649.44,UPI
TXN01653,2025-03-27,Expense,Groceries,BookMyShow,11102.94,Credit Card
TXN00230,2025-03-27,Expense,Transport,BookMyShow,522.36,Debit Card
TXN00023,2025-03-28,Expense,Bills,Hospital,3036.36,Cash
TXN01564,2025-03-28,Expense,Travel,Amazon,935.38,UPI
TXN01754,2025-03-28,Expense,Bills,Spotify,3973.12,Debit Card
TXN01318,2025-03-28,Income,Investment,Bank,56152.63,Bank Transfer
TXN00729,2025-03-28,Expense,Other,Amazon,8190.45,UPI
TXN01463,2025-03-29,Income,Freelance,Client,39116.55,Credit Card
TXN00910,2025-03-29,Expense,Other,Flipkart,8348.79,Credit Card
TXN01638,2025-03-29,Expense,Other,Spotify,10218.95,Credit Card
TXN01365,2025-03-29,Expense,Healthcare,Netflix,14032.96,Bank Transfer
TXN01207,2025-03-29,Expense,Education,Hospital,6881.65,Cash
TXN01591,2025-03-29,Expense,Bills,Flipkart,1425.74,Credit Card
TXN01052,2025-03-29,Expense,Other,Zomato,13783.43,Cash
TXN00721,2025-03-29,Expense,Transport,Amazon,8267.92,UPI
TXN01161,2025-03-30,Expense,Education,Hospital,1232.63,Debit Card
TXN01761,2025-03-30,Income,Salary,Investment Account,8828.79,Bank Transfer
TXN00332,2025-03-30,Expense,Travel,Uber,8434.49,Bank Transfer
TXN01782,2025-03-30,Expense,Groceries,BigBasket,14492.81,Debit Card
TXN00788,2025-03-30,Expense,Education,College,3633.9,Credit Card
TXN01548,2025-03-30,Expense,Education,Electricity Board,11211.72,Debit Card
TXN01519,2025-03-30,Expense,Entertainment,Myntra,6455.57,UPI
TXN00105,2025-03-30,Expense,Entertainment,Ola,9269.79,Debit Card
TXN00297,2025-03-30,Expense,Other,DMart,11947.6,Cash
TXN00653,2025-03-31,Expense,Shopping,Swiggy,8449.23,Cash
TXN00666,2025-03-31,Expense,Healthcare,Jio,58025.49,Credit Card
TXN00376,2025-03-31,Expense,Bills,Airtel,12536.96,Credit Card
TXN01252,2025-04-01,Expense,Transport,Myntra,6508.44,UPI
TXN00337,2025-04-01,Income,Investment,Bank,53105.51,Cash
TXN01325,2025-04-01,Expense,Education,DMart,13877.59,UPI
TXN01995,2025-04-01,Expense,Entertainment,DMart,12046.44,UPI
TXN01998,2025-04-02,Expense,Healthcare,Ola,7871.52,Credit Card
TXN00567,2025-04-02,Income,Salary,Investment Account,37914.53,UPI
TXN00146,2025-04-02,Expense,Groceries,IRCTC,5722.69,Debit Card
TXN00473,2025-04-02,Expense,Travel,Flipkart,11426.16,Debit Card
TXN00647,2025-04-02,Expense,Healthcare,Flipkart,4721.55,Cash
TXN01263,2025-04-03,Expense,Transport,Swiggy,12076.49,UPI
TXN00825,2025-04-03,Expense,Healthcare,BigBasket,10473.81,UPI
TXN01240,2025-04-03,Expense,Healthcare,BigBasket,973.35,UPI
TXN00897,2025-04-03,Expense,Groceries,Electricity Board,5651.82,Credit Card
TXN00701,2025-04-03,Expense,Transport,Netflix,381.3,UPI
TXN00390,2025-04-03,Expense,Other,Jio,4128.37,UPI
TXN01845,2025-04-03,Expense,Other,Myntra,9204.63,Credit Card
TXN01116,2025-04-03,Expense,Education,Jio,12204.88,Cash
TXN01829,2025-04-03,Expense,Groceries,College,12749.2,UPI
TXN01701,2025-04-04,Expense,Other,Swiggy,10376.05,Credit Card
TXN00692,2025-04-04,Expense,Other,Myntra,12338.52,Debit Card
TXN00086,2025-04-04,Expense,Transport,Electricity Board,10338.33,UPI
TXN00934,2025-04-04,Expense,Entertainment,Swiggy,8387.66,Cash
TXN01115,2025-04-04,Income,Freelance,Client,76394.06,Credit Card
TXN01535,2025-04-04,Expense,Transport,Hospital,3880.69,Cash
TXN01396,2025-04-05,Income,Investment,Company,13765.56,Cash
TXN01075,2025-04-05,Income,Investment,Company,29778.67,Debit Card
TXN01852,2025-04-05,Expense,Healthcare,BookMyShow,341.05,Bank Transfer
TXN00029,2025-04-05,Expense,Food,BookMyShow,1009.38,UPI
TXN00785,2025-04-05,Income,Freelance,Investment Account,8903.55,Credit Card
TXN00324,2025-04-06,Income,Investment,Investment Account,56137.6,Cash
TXN00741,2025-04-06,Expense,Other,BigBasket,13296.76,UPI
TXN00830,2025-04-07,Expense,Travel,Spotify,5114.75,Credit Card
TXN01100,2025-04-07,Expense,Transport,Spotify,13691.84,Bank Transfer
TXN01931,2025-04-07,Expense,Education,DMart,2374.25,UPI
TXN01034,2025-04-08,Expense,Travel,Electricity Board,8473.97,Cash
TXN00631,2025-04-08,Expense,Healthcare,Swiggy,9526.33,Credit Card
TXN00238,2025-04-08,Expense,Bills,BigBasket,10286.97,Debit Card
TXN01166,2025-04-08,Expense,Food,College,3882.44,Bank Transfer
TXN01392,2025-04-08,Expense,Food,Ola,6526.64,Credit Card
TXN01395,2025-04-08,Expense,Entertainment,Spotify,11877.59,UPI
TXN00356,2025-04-08,Expense,Transport,IRCTC,7257.92,Debit Card
TXN00944,2025-04-09,Expense,Healthcare,Myntra,7105.57,UPI
TXN00371,2025-04-09,Expense,Bills,BigBasket,4652.96,Credit Card
TXN01780,2025-04-09,Expense,Bills,College,14911.04,Bank Transfer
TXN01458,2025-04-09,Expense,Healthcare,Ola,8187.93,Credit Card
TXN01029,2025-04-10,Expense,Groceries,Uber,3933.09,Cash
TXN00790,2025-04-10,Expense,Healthcare,Myntra,3125.4,Credit Card
TXN00614,2025-04-10,Expense,Entertainment,Airtel,13311.99,Cash
TXN01167,2025-04-10,Expense,Transport,BigBasket,9979.19,Debit Card
TXN00727,2025-04-10,Expense,Transport,Hospital,11826.05,Cash
TXN01217,2025-04-10,Income,Investment,Investment Account,20400.41,Credit Card
TXN00373,2025-04-11,Expense,Food,BookMyShow,276.78,UPI
TXN01935,2025-04-11,Expense,Education,Amazon,9729.15,UPI
TXN01944,2025-04-11,Expense,Travel,Myntra,6678.44,UPI
TXN01671,2025-04-12,Expense,Other,Airtel,8463.8,Debit Card
TXN00861,2025-04-12,Income,Salary,Client,40293.71,UPI
TXN00277,2025-04-12,Income,Salary,Investment Account,65333.12,Debit Card
TXN01717,2025-04-12,Expense,Education,Zomato,3218.1,Bank Transfer
TXN01787,2025-04-12,Income,Freelance,Bank,17320.64,Credit Card
TXN01796,2025-04-12,Expense,Transport,Flipkart,13012.77,Credit Card
TXN01894,2025-04-12,Expense,Groceries,Zomato,1638.95,UPI
TXN00129,2025-04-12,Expense,Entertainment,Swiggy,1572.11,Debit Card
TXN01103,2025-04-13,Expense,Transport,Hospital,8697.49,Credit Card
TXN00495,2025-04-13,Expense,Other,College,11231.64,Bank Transfer
TXN01823,2025-04-13,Expense,Groceries,BookMyShow,7263.03,Bank Transfer
TXN01764,2025-04-13,Expense,Groceries,Netflix,12093.09,Cash
TXN01984,2025-04-14,Expense,Shopping,DMart,8057.66,Credit Card
TXN01702,2025-04-14,Expense,Entertainment,BookMyShow,12099.89,Debit Card
TXN00306,2025-04-14,Expense,Healthcare,Airtel,9104.65,Bank Transfer
TXN01221,2025-04-15,Expense,Groceries,BookMyShow,42375.38,Cash
TXN01560,2025-04-15,Expense,Travel,Amazon,2836.24,UPI
TXN00490,2025-04-15,Expense,Transport,Electricity Board,10686.0,Bank Transfer
TXN01451,2025-04-16,Expense,Other,Myntra,5766.12,Bank Transfer
TXN00314,2025-04-16,Income,Investment,Investment Account,23877.72,Cash
TXN00511,2025-04-16,Income,Salary,Investment Account,73407.02,UPI
TXN01861,2025-04-16,Expense,Other,Ola,6297.47,UPI
TXN00799,2025-04-16,Expense,Healthcare,College,7720.98,Debit Card
TXN00651,2025-04-16,Expense,Bills,Ola,8017.31,Bank Transfer
TXN01551,2025-04-17,Income,Investment,Investment Account,68601.57,Cash
TXN00737,2025-04-17,Expense,Shopping,IRCTC,11047.14,UPI
TXN01122,2025-04-17,Expense,Entertainment,Flipkart,12277.85,Bank Transfer
TXN01762,2025-04-17,Expense,Education,Jio,11498.39,UPI
TXN00704,2025-04-18,Expense,Travel,BookMyShow,3522.98,Bank Transfer
TXN01274,2025-04-18,Expense,Entertainment,DMart,13730.93,Credit Card
TXN01604,2025-04-18,Expense,Travel,Flipkart,7928.67,Debit Card
TXN01816,2025-04-18,Expense,Shopping,Spotify,401.62,UPI
TXN00342,2025-04-18,Expense,Bills,Myntra,10214.22,Debit Card
TXN01959,2025-04-18,Expense,Bills,Flipkart,12779.08,UPI
TXN01112,2025-04-19,Expense,Travel,IRCTC,13704.88,Credit Card
TXN01960,2025-04-19,Income,Freelance,Company,55528.13,Credit Card
TXN01844,2025-04-19,Expense,Education,Uber,9565.31,UPI
TXN00228,2025-04-20,Income,Freelance,Investment Account,25004.78,UPI
TXN01193,2025-04-20,Expense,Transport,IRCTC,12182.58,UPI
TXN00073,2025-04-20,Expense,Transport,IRCTC,1884.72,Cash
TXN01233,2025-04-21,Expense,Education,Amazon,14968.55,Credit Card
TXN01742,2025-04-21,Expense,Shopping,Airtel,472.59,Debit Card
TXN01983,2025-04-21,Expense,Entertainment,BookMyShow,3226.62,Credit Card
TXN00019,2025-04-21,Expense,Shopping,Spotify,13708.66,Debit Card
TXN00322,2025-04-21,Expense,Bills,Myntra,12852.73,UPI
TXN00285,2025-04-21,Expense,Travel,Netflix,12904.98,Credit Card
TXN01807,2025-04-21,Expense,Other,Swiggy,10545.16,Debit Card
TXN00789,2025-04-21,Expense,Other,Ola,10579.33,Credit Card
TXN00262,2025-04-22,Expense,Other,Ola,3185.92,Cash
TXN00080,2025-04-22,Income,Investment,Bank,5375.7,UPI
TXN00673,2025-04-22,Income,Salary,Bank,40936.47,Debit Card
TXN01557,2025-04-22,Expense,Healthcare,Hospital,6829.72,UPI
TXN01582,2025-04-22,Expense,Entertainment,BigBasket,4138.14,Credit Card
TXN00338,2025-04-22,Expense,Other,DMart,12358.71,Cash
TXN01057,2025-04-23,Expense,Transport,BigBasket,13866.04,Debit Card
TXN00783,2025-04-23,Income,Salary,Client,38499.02,Debit Card
TXN00661,2025-04-23,Expense,Bills,Ola,6049.45,Debit Card
TXN01117,2025-04-23,Expense,Other,College,11782.55,Cash
TXN00172,2025-04-23,Expense,Travel,IRCTC,3438.5,Debit Card
TXN01898,2025-04-23,Expense,Groceries,Myntra,920.93,UPI
TXN00893,2025-04-23,Expense,Travel,Myntra,12302.11,Cash
TXN01538,2025-04-23,Expense,Entertainment,Myntra,9439.31,Credit Card
TXN01014,2025-04-24,Expense,Shopping,Myntra,9027.0,Bank Transfer
TXN01886,2025-04-24,Expense,Transport,Swiggy,11095.15,Bank Transfer
TXN00907,2025-04-24,Expense,Entertainment,Jio,10223.05,Credit Card
TXN01903,2025-04-25,Expense,Travel,Hospital,4991.66,Cash
TXN00796,2025-04-25,Expense,Healthcare,Jio,2918.95,Cash
TXN00814,2025-04-25,Expense,Healthcare,Spotify,13564.0,Bank Transfer
TXN01464,2025-04-25,Expense,Education,Zomato,87368.69,UPI
TXN01602,2025-04-26,Expense,Bills,Spotify,14754.84,UPI
TXN00103,2025-04-26,Expense,Food,Flipkart,7825.93,Cash
TXN01848,2025-04-26,Expense,Transport,DMart,9050.86,Bank Transfer
TXN00398,2025-04-26,Income,Freelance,Client,38431.83,Credit Card
TXN01190,2025-04-26,Expense,Entertainment,Myntra,2614.17,Cash
TXN00577,2025-04-26,Expense,Groceries,College,11203.98,Debit Card
TXN00538,2025-04-27,Expense,Transport,IRCTC,7544.92,Credit Card
TXN00343,2025-04-27,Expense,Education,Zomato,7221.2,UPI
TXN00126,2025-04-28,Expense,Healthcare,BookMyShow,14431.02,Cash
TXN00888,2025-04-28,Expense,Bills,Swiggy,3910.35,Bank Transfer
TXN01213,2025-04-28,Expense,Travel,Flipkart,7160.39,UPI
TXN01534,2025-04-28,Expense,Entertainment,BigBasket,6405.94,Debit Card
TXN01059,2025-04-29,Expense,Transport,Hospital,1208.73,Bank Transfer
TXN01760,2025-04-29,Expense,Transport,Uber,3199.28,UPI
TXN00298,2025-04-29,Expense,Bills,Ola,5576.58,Debit Card
TXN01637,2025-04-29,Expense,Entertainment,Amazon,1865.57,Credit Card
TXN01507,2025-04-29,Expense,Bills,Electricity Board,169.26,UPI
TXN01943,2025-04-29,Expense,Healthcare,Airtel,9673.63,Bank Transfer
TXN01227,2025-04-30,Expense,Healthcare,Amazon,5436.26,Cash
TXN00471,2025-04-30,Income,Investment,Bank,73277.62,Bank Transfer
TXN01878,2025-04-30,Expense,Transport,BigBasket,8804.31,Cash
TXN00204,2025-04-30,Expense,Transport,Myntra,847.24,Credit Card
TXN00619,2025-04-30,Expense,Entertainment,Flipkart,7144.56,Debit Card
TXN01394,2025-05-01,Expense,Travel,BigBasket,10225.25,Bank Transfer
TXN01202,2025-05-01,Expense,Shopping,Jio,4778.21,UPI
TXN01287,2025-05-01,Expense,Food,Swiggy,526.32,Debit Card
TXN00348,2025-05-01,Expense,Bills,Swiggy,13956.35,Credit Card
TXN00462,2025-05-01,Expense,Transport,Zomato,8702.19,Credit Card
TXN00436,2025-05-01,Expense,Healthcare,Myntra,8092.67,Debit Card
TXN00246,2025-05-02,Expense,Other,Spotify,13446.27,Credit Card
TXN01667,2025-05-02,Expense,Travel,Ola,8775.03,Bank Transfer
TXN01342,2025-05-02,Expense,Shopping,Spotify,2663.57,Credit Card
TXN00168,2025-05-02,Expense,Healthcare,Spotify,2683.93,Bank Transfer
TXN01972,2025-05-02,Expense,Shopping,Amazon,10190.31,Credit Card
TXN01385,2025-05-02,Income,Salary,Bank,26954.97,UPI
TXN00552,2025-05-02,Income,Freelance,Bank,77006.08,Credit Card
TXN00164,2025-05-02,Expense,Food,Flipkart,5925.72,UPI
TXN01159,2025-05-03,Income,Investment,Investment Account,11680.73,Cash
TXN01194,2025-05-04,Expense,Healthcare,Netflix,9365.33,Cash
TXN01757,2025-05-04,Expense,Bills,Myntra,14640.74,Debit Card
TXN01597,2025-05-04,Expense,Shopping,Uber,14433.21,Credit Card
TXN01299,2025-05-04,Expense,Healthcare,Amazon,6473.34,Cash
TXN00227,2025-05-04,Expense,Travel,Electricity Board,4200.31,UPI
TXN00278,2025-05-04,Expense,Transport,Hospital,11780.86,UPI
TXN00234,2025-05-05,Expense,Travel,Uber,3513.6,Debit Card
TXN00992,2025-05-05,Expense,Food,Zomato,6527.38,Credit Card
TXN00844,2025-05-05,Income,Freelance,Investment Account,61910.6,Debit Card
TXN00402,2025-05-05,Expense,Food,BigBasket,8476.3,Bank Transfer
TXN00733,2025-05-05,Income,Investment,Client,66704.75,Bank Transfer
TXN00901,2025-05-06,Expense,Food,BigBasket,9880.02,Cash
TXN00096,2025-05-06,Expense,Other,Jio,66.43,Credit Card
TXN01114,2025-05-06,Expense,Groceries,Uber,10251.04,Cash
TXN00368,2025-05-06,Income,Salary,Client,28591.55,UPI
TXN00678,2025-05-06,Expense,Transport,BookMyShow,2668.74,Cash
TXN00231,2025-05-07,Income,Freelance,Company,64889.02,Debit Card
TXN00571,2025-05-07,Expense,Groceries,BookMyShow,8790.58,UPI
TXN01019,2025-05-07,Income,Freelance,Company,48589.33,Credit Card
TXN01017,2025-05-08,Expense,Other,Amazon,9940.42,Bank Transfer
TXN01162,2025-05-08,Expense,Education,Spotify,1517.01,Debit Card
TXN01853,2025-05-08,Expense,Other,Amazon,8217.58,Debit Card
TXN00971,2025-05-08,Expense,Bills,Amazon,4851.81,Credit Card
TXN00004,2025-05-08,Expense,Groceries,Flipkart,2079.51,Credit Card
TXN01896,2025-05-09,Expense,Healthcare,Jio,11536.03,Bank Transfer
TXN00215,2025-05-09,Expense,Education,Zomato,10165.23,Cash
TXN01377,2025-05-09,Expense,Food,Hospital,5721.36,Credit Card
TXN00459,2025-05-09,Expense,Bills,Electricity Board,5343.12,Credit Card
TXN00254,2025-05-09,Expense,Other,Spotify,13171.21,Credit Card
TXN00184,2025-05-10,Expense,Food,Netflix,10990.47,UPI
TXN01269,2025-05-10,Expense,Food,Spotify,802.24,Debit Card
TXN00862,2025-05-10,Expense,Bills,DMart,783.22,Cash
TXN00016,2025-05-10,Expense,Education,Jio,12739.47,Cash
TXN01827,2025-05-11,Expense,Travel,Flipkart,9263.87,Credit Card
TXN01023,2025-05-11,Expense,Transport,Amazon,5813.85,UPI
TXN00206,2025-05-11,Expense,Transport,Ola,11691.65,Bank Transfer
TXN01623,2025-05-11,Expense,Groceries,Spotify,155.25,Credit Card
TXN00353,2025-05-11,Expense,Shopping,Spotify,12848.26,UPI
TXN00456,2025-05-11,Income,Salary,Company,6386.83,Credit Card
TXN00630,2025-05-11,Expense,Transport,Netflix,2875.67,Credit Card
TXN00488,2025-05-11,Expense,Groceries,Uber,14482.99,UPI
TXN00024,2025-05-12,Income,Salary,Company,70144.7,Debit Card
TXN00305,2025-05-12,Income,Freelance,Bank,63994.15,Bank Transfer
TXN01678,2025-05-12,Income,Salary,Bank,61847.66,UPI
TXN01209,2025-05-12,Expense,Shopping,Flipkart,4200.34,Cash
TXN00453,2025-05-13,Expense,Entertainment,BigBasket,890.62,Cash
TXN00252,2025-05-13,Income,Salary,Client,13606.05,UPI
TXN01595,2025-05-13,Income,Investment,Company,51508.04,Cash
TXN00613,2025-05-13,Expense,Transport,Flipkart,2812.31,Cash
TXN00718,2025-05-14,Expense,Entertainment,DMart,9091.06,Cash
TXN00468,2025-05-14,Expense,Entertainment,Amazon,7312.58,Debit Card
TXN00902,2025-05-14,Expense,Shopping,Spotify,11616.44,Bank Transfer
TXN00624,2025-05-15,Income,Salary,Investment Account,79783.76,Cash
TXN01491,2025-05-15,Expense,Other,BookMyShow,4144.94,Debit Card
TXN00742,2025-05-15,Income,Freelance,Client,10168.21,Cash
TXN00240,2025-05-15,Expense,Bills,Jio,13338.32,Cash
TXN01962,2025-05-15,Expense,Entertainment,Netflix,11884.5,Bank Transfer
TXN00260,2025-05-16,Expense,Transport,College,542.34,Bank Transfer
TXN01118,2025-05-16,Expense,Travel,Jio,7543.29,UPI
TXN01151,2025-05-16,Expense,Entertainment,Uber,113.89,Cash
TXN01028,2025-05-16,Expense,Healthcare,Zomato,12711.73,Cash
TXN00243,2025-05-16,Income,Investment,Bank,40648.62,Debit Card
TXN01481,2025-05-17,Expense,Education,BookMyShow,9778.46,Credit Card
TXN01910,2025-05-18,Expense,Groceries,College,5640.26,Debit Card
TXN01354,2025-05-18,Expense,Shopping,Spotify,12935.79,Cash
TXN00895,2025-05-18,Income,Salary,Bank,41854.93,Bank Transfer
TXN01677,2025-05-18,Expense,Entertainment,Airtel,9514.75,Debit Card
TXN00919,2025-05-18,Expense,Other,BigBasket,4372.19,Debit Card
TXN00091,2025-05-18,Expense,Transport,Hospital,1957.41,UPI
TXN01126,2025-05-19,Income,Investment,Company,54215.02,UPI
TXN01494,2025-05-19,Expense,Transport,Flipkart,2479.32,Cash
TXN00075,2025-05-19,Income,Investment,Bank,24322.07,Bank Transfer
TXN00053,2025-05-19,Expense,Healthcare,Swiggy,7303.16,Debit Card
TXN00413,2025-05-19,Expense,Healthcare,Flipkart,8877.0,Debit Card
TXN01443,2025-05-19,Expense,Groceries,Flipkart,3848.79,Cash
TXN01967,2025-05-19,Expense,Groceries,BookMyShow,3629.21,Credit Card
TXN00006,2025-05-19,Expense,Entertainment,Spotify,12205.56,Debit Card
TXN00810,2025-05-20,Income,Freelance,Bank,32689.12,Credit Card
TXN00618,2025-05-20,Expense,Other,Hospital,12358.44,Credit Card
TXN01877,2025-05-20,Expense,Groceries,BigBasket,6292.68,Credit Card
TXN01527,2025-05-20,Expense,Healthcare,Netflix,3534.48,Cash
TXN01567,2025-05-21,Expense,Transport,Uber,9803.29,Debit Card
TXN01688,2025-05-21,Income,Investment,Investment Account,9198.28,Debit Card
TXN01721,2025-05-22,Expense,Groceries,Flipkart,9793.57,Credit Card
TXN01869,2025-05-22,Expense,Transport,Netflix,13176.93,Debit Card
TXN00555,2025-05-22,Expense,Education,BigBasket,8779.55,Cash
TXN01839,2025-05-22,Expense,Shopping,Netflix,10404.2,Debit Card
TXN00802,2025-05-23,Income,Salary,Bank,47414.48,Cash
TXN01452,2025-05-23,Expense,Education,Airtel,115.79,UPI
TXN01912,2025-05-23,Expense,Bills,Flipkart,9212.66,UPI
TXN00151,2025-05-23,Expense,Entertainment,BigBasket,7440.48,Bank Transfer
TXN01134,2025-05-23,Income,Salary,Bank,61809.25,Bank Transfer
TXN00055,2025-05-24,Expense,Shopping,IRCTC,14024.65,Credit Card
TXN01624,2025-05-24,Expense,Shopping,BigBasket,13589.75,Credit Card
TXN00155,2025-05-24,Expense,Shopping,Flipkart,2067.27,Cash
TXN01732,2025-05-24,Expense,Entertainment,Swiggy,7417.02,Bank Transfer
TXN00446,2025-05-25,Expense,Transport,IRCTC,11748.88,Credit Card
TXN00062,2025-05-25,Expense,Food,BookMyShow,269.58,Credit Card
TXN00132,2025-05-25,Expense,Travel,Uber,7566.49,Bank Transfer
TXN00339,2025-05-25,Income,Freelance,Client,21602.48,Credit Card
TXN01483,2025-05-25,Expense,Education,College,2865.0,Bank Transfer
TXN00921,2025-05-25,Expense,Healthcare,Flipkart,1939.26,Debit Card
TXN00066,2025-05-26,Expense,Groceries,Netflix,4476.34,Bank Transfer
TXN00550,2025-05-26,Income,Freelance,Client,13679.92,Debit Card
